IP_Address,DateTime,Date,Time,Lat_Lng,gcl_wbr,bot_yn,Gbot_yn,UsrAgntSHORT
3490,3100,6,5035,3,13,0,0,14
3498,3099,6,5029,3,13,1,1,28
3537,3932,8,769,3,13,1,1,28
3498,3218,6,6491,3,13,1,1,28
3505,1462,2,6929,3,13,1,1,28
3529,655,1,363,3,13,1,1,28
3500,946,1,4359,3,13,1,1,28
3535,3915,8,584,3,4,1,1,12
3499,3124,6,5450,3,13,1,1,28
3526,256,0,2803,3,13,1,1,28
3528,1173,1,7208,3,13,1,1,28
3535,4178,8,4117,3,13,1,1,28
3578,747,1,1662,3,4,1,0,0
3519,647,1,267,3,1,1,1,12
3537,4114,8,3361,3,13,1,1,28
3515,1983,4,6067,3,13,1,1,28
3513,1870,4,4010,3,13,1,1,28
3561,3850,7,7175,3,13,0,0,12
3515,2644,5,7042,3,13,1,1,28
3505,1991,4,6183,3,13,1,1,28
3500,1236,2,684,3,13,1,1,28
3515,977,1,4888,3,13,1,1,28
3497,3299,7,353,3,13,1,1,28
3499,3824,7,6850,3,13,1,1,28
3498,3060,6,4518,3,13,1,1,28
3528,189,0,2095,3,13,1,1,28
3531,3502,7,2921,3,13,1,1,28
3513,2057,4,7052,3,13,1,1,28
3529,397,0,4473,3,13,1,1,28
3505,1708,4,1891,3,4,1,1,12
3507,1778,4,2828,3,13,1,1,28
3500,2093,5,43,3,13,1,1,28
3503,1965,4,5826,3,13,1,1,28
3535,569,0,6745,3,13,1,1,28
3510,1627,4,716,3,13,1,1,28
3548,1317,2,1729,3,4,0,0,12
3499,3329,7,653,3,7,1,1,28
3524,3528,7,3237,3,1,1,1,12
3497,2865,6,2126,3,13,1,1,28
3499,3069,6,4621,3,13,1,1,28
3505,1684,4,1566,3,13,1,1,28
3503,1499,2,7322,3,13,1,1,28
3505,2357,5,4060,3,13,1,1,28
3504,1328,2,1850,3,13,1,1,28
3822,439,0,5008,3,4,1,0,0
3561,1309,2,1638,3,13,0,0,25
3528,148,0,1484,3,13,1,1,28
3567,1046,1,5603,3,13,0,0,25
3510,893,1,3677,3,13,1,1,28
3528,442,0,5052,3,13,1,1,28
3529,374,0,4189,3,13,1,1,28
3529,403,0,4591,3,13,1,1,28
3510,1010,1,5198,3,13,1,1,28
3507,2039,4,6886,3,13,1,1,28
3532,3630,7,4346,3,13,1,1,28
3507,1284,2,1353,3,13,1,1,28
3537,4287,8,5626,3,13,1,1,28
3536,3901,8,412,3,13,1,1,28
3537,4207,8,4558,3,13,1,1,28
3523,3762,7,6094,3,1,1,1,12
3534,3706,7,5518,3,13,1,1,28
3531,3387,7,1538,3,13,1,1,28
3497,2690,6,293,3,13,1,1,28
3525,3861,7,7283,3,13,1,1,12
3507,857,1,3265,3,13,1,1,28
3534,3679,7,5125,3,13,1,1,28
3573,3829,7,6937,3,4,1,0,0
3528,227,0,2534,3,13,1,1,28
