IP_Address,DateTime,Date,Time,Lat_Lng,gcl_wbr,bot_yn,Gbot_yn,UsrAgntSHORT
1959,2901,6,2530,147,13,0,0,31
1959,2903,6,2543,147,13,0,0,31
490,3572,7,3763,147,13,0,0,31
1854,3589,7,3930,147,4,0,0,31
1864,3780,7,6290,147,13,0,0,29
488,3795,7,6448,147,13,0,0,31
488,3795,7,6449,147,13,0,0,31
3681,3418,7,2027,147,13,0,0,31
1853,3893,8,310,147,13,0,0,31
1855,3968,8,1355,147,4,0,0,29
1912,4231,8,4861,147,4,0,0,31
3672,4262,8,5293,147,10,0,0,14
1857,17,0,218,147,13,0,0,14
1857,17,0,219,147,13,0,0,14
1857,26,0,318,147,13,0,0,14
1857,27,0,321,147,13,1,0,14
3286,332,0,3762,147,13,0,0,31
488,493,0,5809,147,13,0,0,31
3477,503,0,5972,147,13,0,0,31
1863,515,0,6157,147,13,0,0,31
1863,516,0,6160,147,13,0,0,31
1863,516,0,6161,147,13,0,0,31
1860,531,0,6383,147,13,0,0,31
1858,574,0,6785,147,13,0,0,14
1858,579,0,6858,147,13,0,0,14
3386,98,0,933,147,4,0,0,12
1856,136,0,1362,147,4,0,0,29
488,154,0,1606,147,13,0,0,31
3685,271,0,2944,147,4,0,0,45
3685,271,0,2945,147,4,0,0,45
1862,295,0,3317,147,4,0,0,45
1867,379,0,4243,147,13,0,0,31
1867,381,0,4260,147,13,0,0,31
1867,381,0,4261,147,13,0,0,31
3927,431,0,4931,147,13,0,0,16
3927,433,0,4957,147,13,0,0,16
3927,434,0,4974,147,13,0,0,16
3927,435,0,4978,147,13,0,0,16
1859,455,0,5227,147,13,0,0,31
3385,490,0,5763,147,13,0,0,31
1910,776,1,2205,147,13,0,0,14
1910,777,1,2226,147,13,0,0,14
2049,1003,1,5137,147,4,0,0,12
2053,1218,2,389,147,4,0,0,45
2048,1304,2,1577,147,4,0,0,45
493,1317,2,1728,147,4,0,0,31
3770,1997,4,6243,146,13,1,0,14
3770,1997,4,6244,146,13,0,0,14
1819,2027,4,6739,146,4,0,0,31
1819,2029,4,6752,146,13,0,0,31
1819,2030,4,6754,146,13,0,0,31
1819,2035,4,6800,146,13,0,0,31
1819,2035,4,6802,146,4,0,0,31
3636,2322,5,3490,146,4,0,0,16
3737,2425,5,4803,146,13,0,0,14
1795,3166,6,5932,146,13,0,0,14
1816,3166,6,5936,146,13,0,0,31
1795,3167,6,5939,146,13,0,0,14
1816,3167,6,5943,146,13,0,0,31
1816,3172,6,6005,146,13,0,0,31
1816,3172,6,6006,146,13,0,0,31
3624,3202,6,6397,146,13,0,0,31
1942,2789,6,1240,146,13,0,0,14
1941,3685,7,5215,146,4,0,0,12
1941,3685,7,5216,146,4,0,0,12
1817,4165,8,3929,146,13,0,0,31
3636,4091,8,3050,146,13,0,0,14
3636,4091,8,3051,146,4,0,0,14
3797,345,0,3891,146,4,0,0,31
3797,346,0,3893,146,13,0,0,31
1821,497,0,5866,146,8,0,0,31
1822,57,0,517,146,13,0,0,31
1822,57,0,518,146,13,0,0,31
1824,200,0,2210,146,13,0,0,16
1824,200,0,2211,146,4,0,0,16
1824,200,0,2214,146,13,0,0,16
1824,202,0,2231,146,13,0,0,16
1823,457,0,5260,146,13,0,0,31
3475,947,1,4365,146,4,0,0,12
1826,1213,2,356,146,4,0,0,31
1826,1214,2,357,146,4,0,0,31
1820,1250,2,848,146,8,0,0,31
1818,1357,2,2322,146,13,0,0,31
106,1593,4,277,145,13,0,0,31
1668,1752,4,2486,145,13,0,0,31
1664,1878,4,4092,145,4,0,0,12
1664,1907,4,4513,145,4,0,0,12
1664,1907,4,4516,145,4,0,0,12
1042,2351,5,3912,145,13,0,0,31
1042,2351,5,3913,145,13,0,0,31
1042,2351,5,3915,145,13,0,0,31
1666,2121,5,547,145,4,0,0,31
1669,2329,5,3573,145,10,0,0,47
934,2360,5,4085,145,13,0,0,31
931,2389,5,4384,145,13,0,0,31
3642,3028,6,4044,145,10,0,0,29
1665,3569,7,3736,145,13,0,0,31
199,3390,7,1629,145,13,0,0,12
3836,3640,7,4470,145,13,0,0,31
106,4320,8,5983,145,13,0,0,31
1043,3922,8,634,145,13,0,0,31
932,4099,8,3182,145,10,0,0,14
158,4204,8,4509,145,13,0,0,31
1659,4295,8,5708,145,13,0,0,31
1659,4295,8,5709,145,13,0,0,31
1659,4295,8,5710,145,13,0,0,31
1659,4298,8,5759,145,13,0,0,31
1659,18,0,244,145,13,0,0,31
1659,21,0,268,145,13,0,0,31
1041,548,0,6536,145,13,0,0,31
1041,553,0,6569,145,13,0,0,31
1658,79,0,747,145,13,0,0,31
1658,83,0,790,145,13,0,0,31
1045,152,0,1547,145,13,0,0,31
1069,264,0,2863,145,13,0,0,31
1069,264,0,2864,145,13,0,0,31
1069,390,0,4412,145,13,0,0,31
1069,402,0,4545,145,13,0,0,31
1068,414,0,4746,145,13,0,0,31
1068,416,0,4759,145,13,0,0,31
3469,1124,1,6634,145,13,0,0,31
1044,713,1,1038,145,13,0,0,31
1667,724,1,1293,145,13,0,0,31
933,782,1,2290,145,13,0,0,14
3643,1426,2,6421,145,13,0,0,31
3643,1427,2,6424,145,13,0,0,31
1838,1538,3,5112,144,13,0,0,31
1836,1570,3,5591,144,13,0,0,31
1837,1881,4,4138,144,13,0,0,31
1984,1931,4,5073,144,13,0,0,16
1984,1931,4,5074,144,13,0,0,16
1837,2122,5,550,144,13,0,0,31
1835,2296,5,3277,144,13,0,0,31
1833,2433,5,4908,144,4,0,0,45
1882,2672,6,3,144,13,0,0,21
1882,2672,6,4,144,13,0,0,21
1882,2682,6,128,144,13,0,0,21
3942,3223,6,6553,144,13,0,0,31
3942,3227,6,6583,144,13,0,0,31
1830,2810,6,1515,144,13,0,0,16
1839,2950,6,3096,144,13,0,0,12
3947,2966,6,3342,144,13,0,0,31
3947,2966,6,3346,144,13,0,0,31
3947,3800,7,6503,144,13,0,0,31
1831,3710,7,5560,144,13,0,0,31
1832,3895,8,325,144,10,0,0,14
1829,4336,8,6130,144,13,0,0,31
3947,3913,8,576,144,13,0,0,31
3947,3914,8,579,144,13,0,0,31
483,10,0,104,144,13,0,0,12
483,10,0,106,144,13,0,0,12
1841,82,0,778,144,4,0,0,31
1841,84,0,798,144,13,0,0,31
3394,173,0,1863,144,13,0,0,16
1834,270,0,2930,144,13,0,0,31
1842,455,0,5231,144,4,0,0,45
1842,455,0,5231,144,4,0,0,45
1842,455,0,5233,144,4,0,0,45
1842,456,0,5237,144,4,0,0,45
3393,1118,1,6614,144,13,0,0,31
1840,834,1,2955,144,13,0,0,12
1840,838,1,2999,144,13,0,0,12
1843,855,1,3242,144,13,0,0,31
1843,856,1,3256,144,13,0,0,31
1843,857,1,3262,144,13,0,0,31
1987,1974,4,5984,143,13,0,0,31
1987,1975,4,5986,143,13,0,0,31
1987,1976,4,5994,143,13,0,0,31
1988,1630,4,744,143,13,0,0,31
1988,1630,4,745,143,13,0,0,31
1988,1630,4,747,143,4,0,0,31
1993,2625,5,6904,143,4,0,0,31
3701,3009,6,3798,143,13,0,0,16
3701,3011,6,3842,143,13,0,0,16
3701,3016,6,3916,143,13,0,0,16
3701,3024,6,3989,143,13,0,0,16
3942,3224,6,6566,143,13,0,0,31
3942,3226,6,6570,143,13,0,0,31
3942,3226,6,6572,143,13,0,0,31
3742,2904,6,2551,143,13,0,0,31
3701,2932,6,2901,143,4,0,0,16
3649,3152,6,5753,143,13,0,0,31
3649,3153,6,5755,143,13,0,0,31
3649,3153,6,5756,143,13,0,0,31
3649,3153,6,5757,143,13,0,0,31
3649,3287,7,126,143,13,0,0,31
3649,3287,7,127,143,13,1,0,14
1990,3565,7,3684,143,13,0,0,31
3701,3579,7,3841,143,13,0,0,16
3701,3588,7,3909,143,13,0,0,16
3701,3591,7,3938,143,13,0,0,16
1991,4373,8,6584,143,13,0,0,31
1991,4376,8,6618,143,13,0,0,31
1991,4376,8,6620,143,13,0,0,31
3985,3906,8,453,143,10,0,0,14
1986,4062,8,2685,143,13,0,0,31
3684,4098,8,3166,143,4,0,0,31
1989,4248,8,5133,143,13,0,0,31
1985,1423,2,6364,143,4,0,0,12
1985,1424,2,6367,143,4,0,0,12
1985,1424,2,6368,143,4,0,0,12
1992,1296,2,1497,143,13,0,0,31
1076,1897,4,4333,142,4,0,0,31
1076,1898,4,4340,142,13,0,0,31
1076,1899,4,4347,142,13,0,0,31
1076,1901,4,4362,142,4,0,0,31
1877,1953,4,5534,142,13,0,0,31
1884,2638,5,7014,142,4,0,0,16
1884,2639,5,7015,142,13,0,0,16
3650,2250,5,2560,142,4,0,0,31
3773,3167,6,5942,142,13,0,0,14
3943,2774,6,1074,142,4,0,0,12
3771,2792,6,1304,142,13,0,0,31
3941,2825,6,1683,142,13,0,0,12
1881,2844,6,1898,142,13,0,0,31
1881,2845,6,1904,142,13,0,0,31
1881,2848,6,1921,142,13,0,0,31
3487,2914,6,2681,142,13,0,0,16
3771,2923,6,2780,142,13,0,0,31
1879,3347,7,892,142,13,0,0,31
1879,3348,7,900,142,13,0,0,31
1075,4306,8,5808,142,4,0,0,16
1075,4307,8,5810,142,13,0,0,16
1878,4408,8,7164,142,4,0,0,31
1878,4409,8,7179,142,4,0,0,31
3774,545,0,6526,142,13,0,0,16
3772,59,0,533,142,4,0,0,12
3772,59,0,539,142,13,0,0,12
3970,196,0,2156,142,13,0,0,14
1883,1079,1,5999,142,4,0,0,31
3772,1045,1,5601,142,13,0,0,12
1880,1487,2,7243,142,4,0,0,16
8,1205,2,213,141,13,0,0,18
484,3882,8,204,140,13,0,0,14
484,3887,8,251,140,13,0,0,14
484,3888,8,253,140,13,0,0,14
1783,1101,1,6275,140,13,0,0,31
3626,1913,4,4682,139,13,0,0,31
3623,2534,5,6039,139,13,0,0,31
1772,2608,5,6796,139,4,0,0,31
3623,2429,5,4857,139,13,0,0,31
216,2472,5,5356,139,13,0,0,31
3624,3198,6,6373,139,13,0,0,31
1794,3343,7,842,139,13,0,0,31
1660,3424,7,2075,139,4,0,0,45
1660,3425,7,2077,139,4,0,0,45
1660,3425,7,2082,139,4,0,0,45
1660,3425,7,2082,139,4,0,0,45
1660,3426,7,2083,139,4,0,0,45
1660,3426,7,2084,139,4,0,0,45
1660,3426,7,2085,139,4,0,0,45
1660,3426,7,2086,139,4,0,0,45
1660,3426,7,2087,139,4,0,0,45
1660,3426,7,2089,139,4,0,0,45
1793,3711,7,5565,139,13,0,0,31
1769,3907,8,455,139,4,0,0,29
1769,3907,8,456,139,13,0,0,29
3648,4084,8,2992,139,13,0,0,31
1661,173,0,1865,139,13,0,0,16
1661,175,0,1886,139,13,0,0,16
1661,175,0,1890,139,13,0,0,16
1768,1114,1,6556,139,13,0,0,12
203,753,1,1739,139,13,0,0,31
203,753,1,1742,139,13,0,0,31
1774,800,1,2573,139,13,0,0,31
1662,924,1,4088,139,13,0,0,31
1662,924,1,4089,139,13,0,0,31
1790,1203,2,190,139,13,0,0,31
1790,1203,2,191,139,13,0,0,31
1789,1227,2,507,139,13,0,0,31
1792,1339,2,2061,139,13,0,0,31
1407,1716,4,2023,138,10,0,0,14
1409,708,1,945,138,13,0,0,31
1408,921,1,4042,138,13,0,0,31
55,2015,4,6511,137,13,0,0,31
1785,1837,4,3462,137,13,0,0,31
1548,1910,4,4578,137,13,0,0,31
1546,2438,5,4989,137,4,0,0,45
1791,3174,6,6038,137,13,0,0,31
1633,3264,6,7157,137,13,0,0,31
1633,3266,6,7180,137,13,0,0,31
3314,2798,6,1356,137,13,0,0,14
96,2997,6,3664,137,4,0,0,16
1926,3285,7,113,137,13,0,0,14
1926,3286,7,118,137,13,0,0,14
1926,3288,7,131,137,13,0,0,14
1549,3519,7,3122,137,13,0,0,31
3389,3552,7,3557,137,4,0,0,31
3986,3704,7,5449,137,4,0,0,14
3986,3705,7,5461,137,13,0,0,14
491,4318,8,5967,137,13,0,0,31
491,4319,8,5975,137,13,0,0,31
491,4319,8,5980,137,13,0,0,31
491,4319,8,5981,137,13,0,0,31
491,4378,8,6667,137,13,0,0,31
97,4026,8,2215,137,13,0,0,16
97,4026,8,2216,137,13,0,0,16
97,4026,8,2217,137,13,0,0,16
56,4108,8,3300,137,13,0,0,16
491,4186,8,4290,137,13,0,0,31
1545,4198,8,4439,137,13,0,0,16
1545,4200,8,4453,137,13,0,0,16
57,4285,8,5611,137,4,0,0,14
1550,348,0,3911,137,13,0,0,31
1805,516,0,6158,137,13,0,0,31
1805,517,0,6167,137,13,0,0,31
1771,40,0,398,137,4,0,0,31
1771,41,0,400,137,13,0,0,31
1771,41,0,401,137,13,0,0,31
1771,41,0,402,137,13,0,0,31
1771,42,0,405,137,4,0,0,31
2070,472,0,5409,137,13,0,0,14
54,1076,1,5918,137,4,0,0,31
3388,1135,1,6859,137,13,0,0,12
3388,1135,1,6866,137,13,0,0,12
54,1139,1,6893,137,4,0,0,31
1719,788,1,2380,137,13,0,0,31
1719,789,1,2391,137,13,0,0,31
1547,889,1,3631,137,4,0,0,31
1773,990,1,5042,137,13,0,0,31
1773,990,1,5044,137,13,0,0,31
1773,990,1,5045,137,13,0,0,31
1773,992,1,5061,137,13,0,0,31
1773,992,1,5062,137,13,0,0,31
1773,992,1,5063,137,13,0,0,31
1773,992,1,5064,137,13,0,0,31
1773,993,1,5066,137,13,0,0,31
1773,993,1,5067,137,13,0,0,31
1773,995,1,5075,137,13,0,0,31
1773,995,1,5077,137,13,0,0,31
1663,1195,2,91,137,4,0,0,12
3798,1201,2,179,137,13,0,0,31
3637,1286,2,1384,137,13,0,0,14
3637,1287,2,1385,137,13,0,0,14
3637,1288,2,1390,137,13,0,0,14
3637,1288,2,1391,137,13,0,0,14
3686,1596,4,328,136,13,0,0,31
3935,2306,5,3348,136,10,0,0,14
3745,241,0,2668,136,13,0,0,14
3745,242,0,2676,136,13,0,0,14
1058,1554,3,5361,135,4,0,0,31
3921,2003,4,6327,135,4,0,0,31
1715,2006,4,6358,135,13,0,0,31
1716,2024,4,6712,135,13,0,0,31
1716,2024,4,6712,135,13,0,0,31
1712,2066,4,7093,135,13,0,0,12
1712,2066,4,7094,135,13,0,0,12
1913,1627,4,721,135,13,0,0,31
1913,1628,4,732,135,13,0,0,31
1913,1629,4,737,135,13,0,0,31
1708,1728,4,2193,135,4,0,0,29
3922,1737,4,2322,135,13,0,0,31
3704,1795,4,2997,135,13,0,0,14
943,1808,4,3139,135,4,0,0,31
1062,1841,4,3497,135,4,0,0,12
3920,1891,4,4271,135,13,0,0,18
3920,1892,4,4273,135,13,0,0,18
3920,1894,4,4294,135,13,0,0,18
3920,1894,4,4305,135,13,0,0,18
3920,1896,4,4319,135,13,0,0,18
3920,1896,4,4320,135,13,0,0,18
611,1930,4,5056,135,13,0,0,14
611,1939,4,5207,135,13,0,0,14
3579,2348,5,3877,135,13,0,0,14
951,2532,5,6028,135,13,0,0,31
951,2533,5,6034,135,13,0,0,31
1709,2624,5,6900,135,13,0,0,31
1709,2624,5,6901,135,13,0,0,31
1709,2626,5,6913,135,13,0,0,31
1709,2626,5,6914,135,13,0,0,31
1709,2630,5,6930,135,13,0,0,31
1709,2630,5,6931,135,13,0,0,31
3918,2655,5,7131,135,13,0,0,31
1706,2173,5,1267,135,13,0,0,31
1706,2176,5,1291,135,13,0,0,31
1706,2177,5,1301,135,13,1,0,14
1705,2382,5,4301,135,4,0,0,45
1713,2460,5,5226,135,4,0,0,45
1033,2483,5,5474,135,13,0,0,12
1033,2484,5,5480,135,13,0,0,12
3607,3013,6,3883,135,13,0,0,14
1710,3019,6,3939,135,13,0,0,16
1031,2813,6,1557,135,4,0,0,12
1057,2888,6,2352,135,4,0,0,12
1057,2888,6,2352,135,4,0,0,12
1057,2888,6,2353,135,4,0,0,12
1401,3043,6,4274,135,4,0,0,12
1714,3140,6,5614,135,13,0,0,31
1714,3140,6,5616,135,13,0,0,31
1399,3576,7,3791,135,4,0,0,31
3392,3765,7,6137,135,4,0,0,16
3392,3766,7,6143,135,13,0,0,16
3392,3766,7,6144,135,13,0,0,16
3392,3766,7,6145,135,13,0,0,16
3392,3766,7,6148,135,13,0,0,16
1718,3347,7,888,135,13,0,0,12
1404,3665,7,4859,135,13,0,0,31
1404,3667,7,4886,135,13,0,0,31
1404,3667,7,4887,135,13,0,0,31
944,3945,8,979,135,4,0,0,12
1717,3988,8,1554,135,13,0,0,16
1717,3990,8,1570,135,13,0,0,16
1032,4032,8,2310,135,4,0,0,12
1032,4034,8,2345,135,4,0,0,12
3989,4075,8,2881,135,13,0,0,16
3989,4076,8,2887,135,13,0,0,16
3989,4077,8,2893,135,13,0,0,16
3989,4077,8,2895,135,13,0,0,16
3989,4077,8,2896,135,13,0,0,16
946,4263,8,5329,135,4,0,0,45
3919,335,0,3790,135,13,0,0,16
3919,338,0,3804,135,13,0,0,16
3919,339,0,3814,135,13,0,0,16
3919,339,0,3815,135,13,0,0,16
3919,339,0,3816,135,13,0,0,16
1707,99,0,940,135,13,0,0,31
1707,111,0,1066,135,13,0,0,31
1707,113,0,1095,135,13,0,0,31
1707,114,0,1103,135,13,0,0,31
1707,121,0,1190,135,13,0,0,31
1707,121,0,1191,135,13,0,0,31
1707,121,0,1192,135,13,0,0,31
1707,121,0,1193,135,13,0,0,31
1397,123,0,1203,135,13,0,0,31
3917,420,0,4813,135,13,0,0,31
3816,423,0,4844,135,13,0,0,14
3816,424,0,4866,135,13,0,0,14
3816,424,0,4868,135,13,0,0,14
3816,424,0,4869,135,13,0,0,14
3816,425,0,4875,135,13,0,0,14
3816,426,0,4880,135,13,0,0,14
3816,426,0,4882,135,13,0,0,14
1398,909,1,3840,135,4,0,0,31
1398,910,1,3851,135,13,0,0,31
1398,910,1,3851,135,13,0,0,31
1398,910,1,3854,135,13,0,0,31
1398,910,1,3855,135,13,0,0,31
1398,911,1,3856,135,4,0,0,31
1398,911,1,3860,135,13,0,0,31
1398,911,1,3867,135,13,0,0,31
1398,911,1,3868,135,13,0,0,31
1398,911,1,3869,135,13,0,0,31
1398,911,1,3870,135,13,0,0,31
1398,911,1,3871,135,13,0,0,31
1398,911,1,3872,135,13,0,0,31
3865,1082,1,6023,135,13,0,0,14
1914,1435,2,6539,135,4,0,0,12
1059,1219,2,397,135,13,0,0,31
1400,1297,2,1509,135,4,0,0,45
1400,1297,2,1510,135,4,0,0,45
1400,1297,2,1510,135,4,0,0,45
3691,1337,2,2028,135,4,0,0,12
3746,2452,5,5157,134,13,0,0,31
1628,2474,5,5372,134,10,0,0,14
1624,2490,5,5531,134,4,0,0,45
1628,2683,6,137,134,10,0,0,14
206,3196,6,6330,134,4,0,0,12
1625,2863,6,2081,134,13,0,0,31
1627,2955,6,3209,134,13,0,0,16
3746,4136,8,3668,134,13,0,0,31
1621,4174,8,4041,134,10,0,0,29
1622,560,0,6652,134,10,0,0,29
1620,287,0,3216,134,13,0,0,14
1626,461,0,5301,134,13,0,0,31
1626,461,0,5302,134,13,0,0,31
207,680,1,663,134,13,0,0,12
1629,923,1,4072,134,13,0,0,12
1632,1195,2,89,134,4,0,0,12
1632,1195,2,90,134,4,0,0,12
3641,1664,4,1275,133,13,0,0,31
3641,1664,4,1276,133,13,0,0,31
3641,1664,4,1278,133,13,0,0,31
3641,1664,4,1281,133,13,0,0,31
3641,1664,4,1282,133,13,0,0,31
3641,1664,4,1283,133,13,0,0,31
3641,1664,4,1285,133,13,0,0,31
3641,1664,4,1286,133,13,0,0,31
3641,1665,4,1287,133,13,0,0,31
3641,1665,4,1288,133,13,0,0,31
2025,1751,4,2470,133,4,0,0,45
3635,1939,4,5203,133,13,0,0,12
1631,2526,5,5941,133,13,0,0,12
3761,2541,5,6138,133,13,0,0,31
2017,2548,5,6269,133,13,0,0,31
2020,2565,5,6429,133,13,0,0,31
2020,2216,5,2063,133,13,0,0,31
2020,2216,5,2063,133,13,0,0,31
3760,2458,5,5210,133,13,0,0,16
3760,2458,5,5211,133,13,0,0,16
3760,2464,5,5281,133,13,0,0,16
3760,2464,5,5282,133,13,0,0,16
3640,3202,6,6395,133,13,0,0,31
1616,2756,6,941,133,10,0,0,29
211,2771,6,1040,133,4,0,0,45
3760,2842,6,1872,133,13,0,0,16
3760,2845,6,1906,133,13,0,0,16
3760,2845,6,1907,133,13,0,0,16
2024,2924,6,2792,133,13,0,0,14
2024,2924,6,2796,133,13,0,0,14
2024,2924,6,2797,133,13,0,0,14
1619,3112,6,5179,133,4,0,0,12
3285,3598,7,3999,133,13,0,0,31
1630,3786,7,6345,133,13,0,0,12
1630,3787,7,6361,133,13,0,0,12
208,3362,7,1104,133,4,0,0,45
208,3362,7,1105,133,4,0,0,45
208,3363,7,1113,133,4,0,0,45
2021,3883,8,210,133,4,0,0,45
2021,3883,8,211,133,4,0,0,45
2022,4157,8,3825,133,13,0,0,31
2022,4160,8,3834,133,13,0,0,31
2022,4160,8,3835,133,13,0,0,31
2018,3940,8,904,133,10,0,0,14
2018,3942,8,922,133,10,0,0,14
2021,4281,8,5566,133,4,0,0,45
209,518,0,6184,133,13,0,0,14
1618,178,0,1954,133,4,0,0,12
1618,181,0,1999,133,13,0,0,12
1618,183,0,2036,133,13,0,0,12
3928,186,0,2059,133,4,0,0,45
3928,186,0,2060,133,4,0,0,45
3787,279,0,3026,133,4,0,0,45
2019,300,0,3369,133,13,0,0,31
2015,315,0,3551,133,13,0,0,16
3847,369,0,4136,133,13,0,0,16
1617,1097,1,6246,133,4,0,0,12
1617,1098,1,6250,133,4,0,0,12
2023,869,1,3427,133,13,0,0,14
2023,870,1,3431,133,13,0,0,14
2023,873,1,3456,133,13,0,0,14
2023,874,1,3463,133,13,0,0,14
2023,881,1,3554,133,13,0,0,14
210,1063,1,5764,133,4,0,0,45
210,1063,1,5768,133,4,0,0,45
210,1063,1,5768,133,4,0,0,45
210,1063,1,5769,133,4,0,0,45
2014,1230,2,559,133,4,0,0,27
2014,1230,2,560,133,13,0,0,4
2014,1230,2,561,133,13,0,0,4
2014,1231,2,564,133,4,0,0,27
2014,1231,2,565,133,13,0,0,4
2014,1232,2,566,133,13,0,0,4
2026,1323,2,1806,133,13,0,0,31
3845,284,0,3199,132,13,0,0,12
3845,288,0,3226,132,13,0,0,12
3776,1549,3,5310,131,13,0,0,12
1998,2014,4,6481,131,13,0,0,31
2035,2043,4,6939,131,13,0,0,31
2040,2046,4,6962,131,12,0,0,12
2040,2047,4,6964,131,13,0,0,12
2008,1645,4,1042,131,4,0,0,45
2008,1646,4,1051,131,4,0,0,45
2042,1664,4,1277,131,4,0,0,31
2046,1734,4,2267,131,13,0,0,16
2034,1741,4,2359,131,13,0,0,16
1928,2104,5,247,131,13,0,0,31
1938,2535,5,6046,131,13,0,0,31
1412,2585,5,6541,131,13,0,0,31
3790,2204,5,1822,131,13,0,0,31
3790,2205,5,1830,131,13,0,0,31
3790,2205,5,1833,131,13,0,0,31
2036,2206,5,1851,131,13,0,0,31
3790,2206,5,1852,131,13,0,0,31
3790,2207,5,1867,131,13,0,0,31
3790,2207,5,1870,131,13,0,0,31
3790,2211,5,1928,131,13,0,0,31
3790,2211,5,1929,131,13,0,0,31
1416,2278,5,3077,131,13,0,0,31
1082,2291,5,3223,131,4,0,0,12
3631,2440,5,4997,131,4,0,0,45
3632,3001,6,3726,131,13,0,0,31
2031,3157,6,5829,131,4,0,0,31
2001,3158,6,5837,131,13,0,0,14
2001,3161,6,5867,131,13,0,0,14
2001,3161,6,5868,131,13,0,0,14
2050,3178,6,6090,131,4,0,0,31
2044,2737,6,774,131,4,0,0,31
2010,2746,6,847,131,4,0,0,45
1413,2806,6,1491,131,4,0,0,45
3925,2815,6,1564,131,4,0,0,45
3925,2816,6,1571,131,4,0,0,45
3925,2817,6,1573,131,4,0,0,12
2005,2923,6,2777,131,13,0,0,31
2005,2923,6,2778,131,13,0,0,31
2005,2923,6,2779,131,13,0,0,31
2005,2925,6,2801,131,13,0,0,31
2045,2954,6,3175,131,4,0,0,45
1097,2961,6,3278,131,4,0,0,31
3789,2970,6,3379,131,4,0,0,45
3476,3032,6,4106,131,4,0,0,16
3476,3033,6,4133,131,13,0,0,16
2000,3061,6,4533,131,13,0,0,31
1930,3142,6,5629,131,13,0,0,31
2032,3730,7,5784,131,13,0,0,14
2051,3750,7,5969,131,4,0,0,31
1084,3761,7,6086,131,13,0,0,31
4001,3807,7,6576,131,4,0,0,31
2037,3311,7,497,131,4,0,0,31
1081,3377,7,1308,131,13,0,0,31
2002,3436,7,2225,131,13,0,0,12
1937,3450,7,2373,131,4,0,0,12
1929,3476,7,2637,131,13,0,0,31
1098,3528,7,3235,131,13,0,0,31
1098,3530,7,3263,131,13,0,0,31
1098,3531,7,3268,131,13,0,0,31
1098,3531,7,3269,131,13,0,0,31
1098,3727,7,5761,131,13,0,0,31
1411,4146,8,3737,131,4,0,0,45
2004,4000,8,1754,131,13,0,0,31
1080,4180,8,4195,131,4,0,0,45
1080,4180,8,4195,131,4,0,0,45
1078,4213,8,4630,131,4,0,0,31
1078,4214,8,4640,131,13,0,0,31
1079,4271,8,5430,131,4,0,0,45
3936,0,0,27,131,13,0,0,12
3936,1,0,30,131,13,0,0,12
1935,547,0,6533,131,13,0,0,31
1935,549,0,6538,131,13,0,0,31
1935,549,0,6540,131,13,0,0,31
1935,550,0,6545,131,13,0,0,31
1935,552,0,6567,131,13,0,0,31
3608,566,0,6698,131,4,0,0,12
1939,572,0,6770,131,4,0,0,45
1939,573,0,6780,131,4,0,0,45
1939,574,0,6781,131,4,0,0,45
1931,602,0,7115,131,13,0,0,31
1931,602,0,7116,131,13,0,0,31
1931,602,0,7117,131,13,0,0,31
1931,602,0,7118,131,13,0,0,31
1931,602,0,7119,131,13,0,0,31
1931,602,0,7120,131,13,0,0,31
1931,602,0,7121,131,13,0,0,31
2011,89,0,834,131,4,0,0,31
1414,138,0,1372,131,13,0,0,31
1414,139,0,1382,131,13,0,0,31
1414,139,0,1383,131,13,0,0,31
3782,211,0,2354,131,4,0,0,45
3782,211,0,2355,131,4,0,0,45
1414,223,0,2516,131,13,0,0,31
1936,231,0,2554,131,4,0,0,45
1936,231,0,2555,131,4,0,0,45
2009,252,0,2756,131,13,0,0,31
1934,385,0,4287,131,13,0,0,31
1933,392,0,4421,131,13,0,0,12
1933,392,0,4426,131,13,0,0,12
2030,486,0,5726,131,13,0,0,31
2030,487,0,5731,131,13,0,0,31
3377,1098,1,6251,131,4,0,0,31
3377,1098,1,6252,131,13,0,0,31
3377,1099,1,6257,131,4,0,0,31
3377,1100,1,6270,131,4,0,0,31
1933,1105,1,6354,131,13,0,0,12
2039,1108,1,6441,131,4,0,0,31
2003,728,1,1377,131,4,0,0,45
2041,785,1,2320,131,11,0,0,31
22,815,1,2746,131,4,0,0,45
1415,835,1,2958,131,4,0,0,45
1415,837,1,2973,131,4,0,0,45
2033,837,1,2978,131,4,0,0,45
1932,943,1,4323,131,4,0,0,45
2006,1025,1,5353,131,4,0,0,45
2006,1025,1,5353,131,4,0,0,45
1083,1193,2,66,131,13,0,0,12
1083,1194,2,81,131,13,0,0,12
2007,1308,2,1618,131,13,0,0,31
436,1970,4,5957,130,13,0,0,12
436,1971,4,5963,130,13,0,0,12
436,1971,4,5964,130,13,0,0,12
436,1972,4,5968,130,13,0,0,12
436,1973,4,5979,130,13,0,0,12
436,1975,4,5990,130,13,0,0,12
1895,1707,4,1880,130,13,0,0,31
1895,1707,4,1881,130,13,0,0,31
1892,1809,4,3151,130,4,0,0,25
1892,1809,4,3153,130,4,0,0,4
1892,1809,4,3154,130,4,0,0,4
1892,1809,4,3155,130,13,0,0,4
1064,1930,4,5057,130,13,0,0,31
1402,2529,5,5978,130,13,0,0,31
1896,2160,5,1081,130,13,0,0,31
1009,2162,5,1101,130,13,0,0,31
